date,text,text_cleaned,topic,sentiment
2021-11-24 23:27:21+00:00,"#abpoli 

Any of you 12-29 get @moderna_tx in AB in the last 3 months? 

How do you feel that #myocarditis risk was bad enough 3 months ago in ON for them to stop #moderna but your @CMOH_Alberta &amp; @jkenney accepted the risk for young Albertans until now? 

Btw #pfizer is worse👇 https://t.co/NuURJU53mS https://t.co/BpiUWWys3o",ab months feel risk bad months ago stop amp accepted risk albertans,v,n
2021-11-24 23:27:19+00:00,6 Resources That Will Make You A Better Project Manager - https://t.co/OdSUDz0c2A #PMP #PPM #project #Agile #cybersecurity #bitcoin #ai #SAFe #zerotrust #virtual #mindmap #remote #COVID19 #scaledagile #creative https://t.co/FzKptn3KVV,resources project manager ,a,ne
2021-11-24 23:27:14+00:00,"Masks cause no harm. 
Masks reduce transmission of #COVID19.  
Why would an education secretary oppose them?
#SafeEdForAll #WearAMask https://t.co/CdIZqZVf02",masks cause harm reduce transmission education secretary oppose,m,p
2021-11-24 23:27:04+00:00,5 Ways to be Everything to Your Project Client - https://t.co/OdSUDz0c2A #PMP #PPM #project #Agile #cybersecurity #bitcoin #ai #SAFe #zerotrust #virtual #mindmap #remote #COVID19 #scaledagile #creative https://t.co/uWMWKN9eSd,project client ,a,ne
2021-11-24 23:27:01+00:00,Please support a much safe traditional #COVID19 vaccine in Australia. Please share with other Aussies. https://t.co/PhEKzATZo8,please support safe traditional vaccine australia please share aussies,v,p
2021-11-24 23:26:51+00:00,Is Your Customer Really Ready for the Project? - https://t.co/OdSUDz0c2A #PMP #PPM #project #Agile #cybersecurity #bitcoin #ai #SAFe #zerotrust #virtual #mindmap #remote #COVID19 #scaledagile #creative https://t.co/BFp77Cl5YX,customer ready project ,a,ne
2021-11-24 23:26:38+00:00,Can't We All Just Get Along? - https://t.co/OdSUDz0c2A #PMP #PPM #project #Agile #cybersecurity #bitcoin #ai #SAFe #zerotrust #virtual #mindmap #remote #COVID19 #scaledagile #creative https://t.co/NrTH0uAUOX,cant ,a,ne
2021-11-24 23:26:38+00:00,"⬆️75% of CDC headquarters still working from home, reluctant to get #Covid Vacc as of Nov 4, 2021. 🚨🚨WATCH THIS:  Sen. Bill #Cassidy (LA) grills #CDC Director Rochelle #Walensky https://t.co/eEwFjGCfHb",cdc headquarters home reluctant vacc nov sen bill la grills director rochelle,s,ne
2021-11-24 23:26:35+00:00,"Vaccinated for 2nd Dose #Pfizer
Let's get vaccinated 💜 https://t.co/wpQ15CAycA",vaccinated 2nd dose vaccinated,v,p
2021-11-24 23:26:31+00:00,@FireGoddessB The hint:  Get Vaccinated.  #vaccinated,hint vaccinated,v,p
2021-11-24 23:26:27+00:00,"93 new cases and 2 new deaths in Tunisia 

[0:26 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",deaths tunisia gmt,s,ne
2021-11-24 23:26:27+00:00,Let GamePlan Plan the Project for You - https://t.co/OdSUDz0c2A #PMP #PPM #project #Agile #cybersecurity #bitcoin #ai #SAFe #zerotrust #virtual #mindmap #remote #COVID19 #scaledagile #creative https://t.co/VblswI9sTU,gameplan plan project ,a,ne
2021-11-24 23:26:16+00:00,US State Population Distribution by County  For CT   2021-11-22:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid https://t.co/7NjaxAmjXP,population distribution county ct covid insights analytics team usafacts,s,ne
2021-11-24 23:26:15+00:00,Portfoleon PPM Solution Helps Organizations Stay Aligned with Their High-Level Plans - https://t.co/OdSUDz0c2A #PMP #PPM #project #Agile #cybersecurity #bitcoin #ai #SAFe #zerotrust #virtual #mindmap #remote #COVID19 #scaledagile #creative https://t.co/uTCqzKbPaY,portfoleon ppm solution helps organizations stay aligned highlevel plans ,a,ne
2021-11-24 23:26:15+00:00,"If you are in #Colorado and need a #COVID19💉, make an appointment @uchealth 🙌🏻 I got my booster last night.  Despite a very long line when I arrived, I was thru the process &amp; in the observation area in ~10 min🤯 https://t.co/9v0kdmJMXz",appointment booster night despite line arrived thru process amp observation,v,p
2021-11-24 23:26:13+00:00,#COVID19 outbreak declared at #Campbellford Memorial Hospital in #Northumberland County. Hospital implements visitor restrictions after six patients in medical/surgical unit tested positive - https://t.co/fOK8fEF85I https://t.co/qI2WnfKCGd,outbreak declared memorial hospital county hospital implements visitor restrictions six patients medicalsurgical unit tested positive ,m,ne
2021-11-24 23:26:09+00:00,@BossySquirtle @CBCPEI Don’t worry son we didn’t vaccinated you. You’ll be okay as you have already had #covid from your friend at school and we kept you home for 14days. You have naturally been immune,worry son vaccinated okay friend school kept home 14days naturally immune,v,n
2021-11-24 23:26:07+00:00,"#COVID19WI

#Wisconsin hospitals prepare for holiday surge of #COVID19 cases

https://t.co/CAZjC49xd8",hospitals prepare holiday surge,o,ne
2021-11-24 23:26:04+00:00,"#COVID19 | Aboriginal Elder Bobbie Dillon got vaccinated against COVID-19 because she's sick of living in fear of getting severe COVID-19, or passing it on to others in the community.

You can book your vaccination here: https://t.co/Dz8mt2hcVB https://t.co/NuOZtrcOgc", aboriginal elder bobbie dillon vaccinated covid19 shes sick living fear getting severe covid19 passing book vaccination,v,p
2021-11-24 23:26:02+00:00,Set Your Organization Up for Project Success with Proggio - https://t.co/OdSUDz0c2A #PMP #PPM #project #Agile #cybersecurity #bitcoin #ai #SAFe #zerotrust #virtual #mindmap #remote #COVID19 #scaledagile #creative https://t.co/tnyFRLgoje,set organization project success proggio ,a,ne
2021-11-24 23:25:47+00:00,"Put on your glasses, mask, gloves

Put on some clothes

Heat up the house, heat up the car

Relax and get some fresh air

Dance

Exercise is natures' gift to human

#vaccine",glasses mask house heat fresh natures gift,o,ne
2021-11-24 23:25:45+00:00,Are Professional Certifications Worth It? - https://t.co/OdSUDz0c2A #PMP #PPM #project #Agile #cybersecurity #bitcoin #ai #SAFe #zerotrust #virtual #mindmap #remote #COVID19 #scaledagile #creative https://t.co/GrfFxhOgJz,professional certifications worth ,a,ne
2021-11-24 23:25:34+00:00,"Just booked my first haircut since 2019! ✂️ So excited to finally tame this hair monster! 💇‍♀️

#COVIDhair #COVID19 #COVID19ON",booked haircut excited finally tame hair monster,o,p
2021-11-24 23:25:28+00:00,"A group of 13 fully #vaccinated friends went out for a post-lockdown dinner in Melbourne's CBD. Three days later, 11 of them tested positive to COVID.
– restaurant did not check vax status
– some wait staff not wearing masks

https://t.co/jUyfLjNqTB",friends postlockdown dinner melbournes cbd days tested positive restaurant check vax wait staff wearing,m,p
2021-11-24 23:25:24+00:00,What PM Topics Do You Want to Read About? - https://t.co/OdSUDz0c2A #PMP #PPM #project #Agile #cybersecurity #bitcoin #ai #SAFe #zerotrust #virtual #mindmap #remote #COVID19 #scaledagile #creative https://t.co/PRd96k3Nrr,pm topics read ,a,ne
2021-11-24 23:25:21+00:00,The Annual @CASANZ2 aerosol assembly is underway! The first session is all about aerosol transmission of #COVID19 - with #Times top 100 most influential people Lidia Morawska up first! @QUT My take away message: the key to transmission is inhalation! #ventilate #COVIDisAirborne,annual aerosol assembly underway session aerosol transmission  top influential people lidia morawska message key transmission inhalation,r,ne
2021-11-24 23:25:12+00:00,Booster bound! 💉🩹 #moderna #dollypartonsaveslives,booster bound,v,p
2021-11-24 23:24:55+00:00,"Despite vaccines, the U.S. has lost more lives to Covid this year than last https://t.co/iQce5X1r57 #COVID19 https://t.co/5dUybBVP81",despite vaccines lost lives covid,s,n
2021-11-24 23:24:54+00:00,"We have no chance  
#CO2 in 2020 was 149% of pre-industrial times, Even after
Economic slowdown from #COVID19 
#ParisAgreement only was words and #COP26 will sure be the last disappointment https://t.co/85bLDZZmZJ #ClimateCrisis #ActOnClimate 
https://t.co/1p1IZ6l86K",chance preindustrial times slowdown words disappointment,o,n
2021-11-24 23:24:49+00:00,"#ResistUniteOrganize

#Bible #GodFirst #JesusSaves #Pray #MAGA #LSU #Louisiana #batonrouge LSU #covid19 #covid #coronavirus Covid-19 #nola #FaithOverFear #maga #goBR #FightForFreedom Baton Rouge #ScalesOfJustice #LOVE #Laplace New Orleans https://t.co/Q2WFwHkScm",lsu covid19 baton rouge orleans,p,ne
2021-11-24 23:24:46+00:00,"Make up your mind @Bloomberg

#COVID19 #Bloomberg #India https://t.co/ZIi84pBsM8",mind,o,ne
2021-11-24 23:24:42+00:00,"And Hep A isn't even airborne.
what's happening with #Food and #COVID19 .
you mean to tell me, that with all the outbreaks and fatalities in packing plants and factories, that, none of the food was contaminated?
#CrossContamination #Foodie #News",hep isnt happening mean tell outbreaks fatalities packing plants factories none food,o,n
2021-11-24 23:24:41+00:00,US State Population Distribution by County  For CO   2021-11-22:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid https://t.co/Yi2W7s98aL,population distribution county co covid insights analytics team usafacts,s,ne
2021-11-24 23:24:41+00:00,@MattGrierMusic @jkenney That is exactly their game. Outrage is the fuel for the right wingers to distract from their abysmal governance on #COVID and the Economy. Remember the Bigfoot outrage?,exactly game outrage fuel wingers distract abysmal governance economy remember bigfoot outrage,p,ne
2021-11-24 23:24:40+00:00,"Latest #covid19 data from #NH #DHHS: 
- 8,048 active cases, setting new record
- 367 current hospitalizations, breaking record set yesterday
- 1,011 new cases Tuesday
- 5 more deaths
https://t.co/bOhQL2IApy via @MonicaWMUR",data active setting current hospitalizations breaking record set via,s,ne
2021-11-24 23:24:34+00:00,"WHISTLEBLOWER NURSE SAYS POLITICIANS RECEIVE SALINE INSTEAD OF MRNA JAB
https://t.co/zvgstUSXMV
#COVID19 #Covid #Covid_19 #coronavirus #coronadebat #coronapas #Corona #Pfizergate #Rotterdam #PasseSanitaire",whistleblower nurse politicians receive saline instead mrna,v,n
2021-11-24 23:24:34+00:00,"Children under 12 make up 17 per cent of Saskatchewan's #COVID19 cases. 
 https://t.co/bCZDgDkaAm",children cent saskatchewans,s,ne
2021-11-24 23:24:29+00:00,What is Web3 and Do I Care? - https://t.co/OdSUDz0c2A #PMP #PPM #project #Agile #cybersecurity #bitcoin #ai #SAFe #zerotrust #virtual #mindmap #remote #COVID19 #scaledagile #creative https://t.co/xUx0hPs8a3,web3 care ,a,ne
2021-11-24 23:24:28+00:00,"I've had a couple of patients whose wives lost their pregnancies due to #COVID19 . It's horrible, and a big reason to get #vaccinated. https://t.co/lGgGYdPe6w",ive couple patients wives lost pregnancies due  horrible reason,v,p
2021-11-24 23:24:22+00:00,"@TeamViewer 👉🏿Regrettably @TeamViewer  only cares about their financial success. They haven’t shown any interest or compassion to support NGOs &amp; human rights org that have been so badly hit by #Covid19. I submitted a request for @TheBJHRF, but was turned down.",cares financial success shown compassion support ngos amp human rights org badly hit submitted request,o,n
2021-11-24 23:24:05+00:00,"@humanrightsstar I have been asking my friends in Global South to pray for the first world for weeks now. What a sad situation in one of the most privileged continents!
#covid19
#FirstWorldProblems 
#LongCovidKids 
#ZeroCovid",friends global south pray world weeks sad situation privileged,o,ne
2021-11-24 23:23:53+00:00,#Biden  #COVID19  #harris  let's balance the bias of this poll. https://t.co/yeIKhuWIKe,balance bias poll,v,p
2021-11-24 23:23:46+00:00,"@GovParsonMO created the Show Me Strong Recovery Task Force to look into how #SmallBusinesses, especially #minority owned small businesses, survived #COVID19 and what resources they need going forward. 🗂

Complete the survey below! ⬇️ https://t.co/KgcrTzCgw5",created strong recovery task force look especially owned businesses survived resources forward survey below,a,ne
2021-11-24 23:23:45+00:00,Yesterday Piers Corbyn &amp; Co protested the event of London Mayor @SadiqKhan as security struggled for some minutes trying to throw Corbyn out of the event. This is what happens when debate on this topic is banned: https://t.co/QWLrFFjWOm #COVID19,yesterday piers corbyn amp co protested event london mayor security struggled minutes trying throw corbyn event happens debate topic banned,p,ne
2021-11-24 23:23:40+00:00,"@HoppySaul @nadhimzahawi @educationgovuk Permanent online public school should be an option for all children for many reasons. #Covid #Bullying #AbusiveSchoolRules #DisabilityDiscrimination #DisabilityAbuse #SexualAbuse etc 

Taxpayers money, taxpayers choice! 
Safety for our children! https://t.co/OhgihTwHqp",permanent online public school option children reasons etc money taxpayers choice children,p,ne
2021-11-24 23:23:34+00:00,"@TeamViewer @ft_content @YouGov @handelsblatt 👉🏿Regrettably @TeamViewer  only cares about their financial success. They haven’t shown any interest or compassion to support NGOs &amp; human rights org that have been so badly hit by #Covid19. I submitted a request for @TheBJHRF, but was turned down.",cares financial success shown compassion support ngos amp human rights org badly hit submitted request,o,n
